0.000000	-4.122294	3.943619	-4.864648
0.010000	-3.417952	2.676994	-4.859086
0.020000	-2.890349	1.624394	-4.797767
0.030000	-2.504957	0.732653	-4.702685
0.040000	-2.235105	-0.041614	-4.586928
0.050000	-2.060389	-0.733857	-4.457989
0.060000	-1.965407	-1.373276	-4.319776
0.070000	-1.938758	-1.984252	-4.173816
0.080000	-1.972261	-2.587531	-4.019941
0.090000	-2.060351	-3.201178	-3.856650
0.100000	-2.199614	-3.841340	-3.681245
0.110000	-2.388429	-4.522843	-3.489809
0.120000	-2.626697	-5.259643	-3.277065
0.130000	-2.915624	-6.065153	-3.036126
0.140000	-3.257564	-6.952430	-2.758144
0.150000	-3.655872	-7.934223	-2.431852
0.160000	-4.114778	-9.022844	-2.043004
0.170000	-4.639248	-10.229827	-1.573703
0.180000	-5.234810	-11.565285	-1.001646
0.190000	-5.907322	-13.036899	-0.299310
0.200000	-6.662636	-14.648395	0.566833
0.210000	-7.506129	-16.397391	1.636926
0.220000	-8.442027	-18.272472	2.957911
0.230000	-9.472482	-20.249405	4.582906
0.240000	-10.596331	-22.286552	6.569213
0.250000	-11.807514	-24.319780	8.974230
0.260000	-13.093155	-26.257652	11.848474
0.270000	-14.431444	-27.978323	15.225032
0.280000	-15.789590	-29.330378	19.105427
0.290000	-17.122357	-30.140443	23.443121
0.300000	-18.371901	-30.230239	28.128010
0.310000	-19.469754	-29.444053	32.977525
0.320000	-20.341644	-27.683806	37.741395
0.330000	-20.915259	-24.943702	42.125605
0.340000	-21.130059	-21.332252	45.835527
0.350000	-20.947138	-17.069855	48.629456
0.360000	-20.356509	-12.457348	50.366408
0.370000	-19.379542	-7.822728	51.031316
0.380000	-18.065710	-3.463007	50.728947
0.390000	-16.484653	0.400304	49.650677
0.400000	-14.715904	3.641019	48.028114
0.410000	-12.838942	6.223524	46.089467
0.420000	-10.925505	8.181765	44.029201
0.430000	-9.034992	9.592587	41.993857
0.440000	-7.212763	10.551586	40.081087
0.450000	-5.490596	11.155480	38.346681
0.460000	-3.888440	11.491577	36.814723
0.470000	-2.416703	11.632993	35.487659
0.480000	-1.078576	11.637733	34.354635
0.490000	0.127884	11.549933	33.397664
0.500000	1.208055	11.402054	32.595798
0.510000	2.169423	11.217270	31.927722
0.520000	3.020610	11.011683	31.373229
0.530000	3.770681	10.796176	30.913945
0.540000	4.428686	10.577896	30.533600
0.550000	5.003359	10.361384	30.218033
0.560000	5.502944	10.149418	29.955057
0.570000	5.935105	9.943623	29.734275
0.580000	6.306894	9.744899	29.546861
0.590000	6.624753	9.553719	29.385373
0.600000	6.894547	9.370329	29.243564
0.610000	7.121597	9.194878	29.116223
0.620000	7.310734	9.027490	28.999045
0.630000	7.466338	8.868308	28.888505
0.640000	7.592391	8.717514	28.781758
0.650000	7.692513	8.575330	28.676554
0.660000	7.770003	8.442009	28.571160
0.670000	7.827872	8.317825	28.464288
0.680000	7.868869	8.203058	28.355042
0.690000	7.895510	8.097976	28.242858
0.700000	7.910095	8.002825	28.127460
0.710000	7.914726	7.917818	28.008815
0.720000	7.911324	7.843122	27.887092
0.730000	7.901642	7.778851	27.762631
0.740000	7.887272	7.725068	27.635912
0.750000	7.869659	7.681774	27.507523
0.760000	7.850107	7.648917	27.378141
0.770000	7.829790	7.626383	27.248509
0.780000	7.809755	7.614005	27.119417
0.790000	7.790931	7.611564	26.991689
0.800000	7.774136	7.618790	26.866166
0.810000	7.760082	7.635367	26.743700
0.820000	7.749381	7.660935	26.625139
0.830000	7.742550	7.695094	26.511320
0.840000	7.740018	7.737404	26.403065
0.850000	7.742128	7.787387	26.301171
0.860000	7.749145	7.844530	26.206406
0.870000	7.761256	7.908284	26.119502
0.880000	7.778577	7.978064	26.041154
0.890000	7.801158	8.053251	25.972009
0.900000	7.828979	8.133188	25.912664
0.910000	7.861963	8.217184	25.863662
0.920000	7.899967	8.304512	25.825482
0.930000	7.942796	8.394406	25.798535
0.940000	7.990196	8.486067	25.783160
0.950000	8.041859	8.578660	25.779611
0.960000	8.097428	8.671321	25.788055
0.970000	8.156494	8.763152	25.808563
0.980000	8.218600	8.853236	25.841102
0.990000	8.283247	8.940635	25.885528
1.000000	8.349890	9.024400	25.941583
1.010000	8.417948	9.103582	26.008884
1.020000	8.486806	9.177240	26.086921
1.030000	8.555815	9.244454	26.175055
1.040000	8.624306	9.304341	26.272516
1.050000	8.691590	9.356066	26.378402
1.060000	8.756967	9.398862	26.491687
1.070000	8.819735	9.432041	26.611221
1.080000	8.879198	9.455016	26.735746
1.090000	8.934676	9.467314	26.863906
1.100000	8.985513	9.468590	26.994260
1.110000	9.031092	9.458641	27.125305
1.120000	9.070841	9.437416	27.255494
1.130000	9.104246	9.405022	27.383262
1.140000	9.130859	9.361732	27.507049
1.150000	9.150310	9.307981	27.625331
1.160000	9.162313	9.244363	27.736640
1.170000	9.166671	9.171626	27.839595
1.180000	9.163287	9.090656	27.932924
1.190000	9.152162	9.002462	28.015489
1.200000	9.133398	8.908159	28.086302
1.210000	9.107198	8.808945	28.144544
1.220000	9.073864	8.706079	28.189573
1.230000	9.033788	8.600856	28.220935
1.240000	8.987451	8.494580	28.238366
1.250000	8.935412	8.388545	28.241787
1.260000	8.878297	8.284012	28.231304
1.270000	8.816792	8.182184	28.207196
1.280000	8.751626	8.084196	28.169905
1.290000	8.683565	7.991095	28.120018
1.300000	8.613397	7.903830	28.058255
1.310000	8.541919	7.823247	27.985450
1.320000	8.469927	7.750077	27.902533
1.330000	8.398208	7.684944	27.810515
1.340000	8.327525	7.628357	27.710467
1.350000	8.258614	7.580715	27.603509
1.360000	8.192171	7.542313	27.490791
1.370000	8.128853	7.513348	27.373484
1.380000	8.069264	7.493923	27.252763
1.390000	8.013960	7.484055	27.129802
1.400000	7.963440	7.483684	27.005763
1.410000	7.918147	7.492677	26.881789
1.420000	7.878465	7.510838	26.758998
1.430000	7.844721	7.537910	26.638478
1.440000	7.817183	7.573583	26.521281
1.450000	7.796062	7.617499	26.408423
1.460000	7.781512	7.669251	26.300879
1.470000	7.773633	7.728392	26.199580
1.480000	7.772470	7.794429	26.105409
1.490000	7.778014	7.866832	26.019200
1.500000	7.790205	7.945029	25.941736
1.510000	7.808933	8.028407	25.873741
1.520000	7.834038	8.116312	25.815880
1.530000	7.865310	8.208051	25.768753
1.540000	7.902493	8.302888	25.732888
1.550000	7.945280	8.400044	25.708740
1.560000	7.993320	8.498701	25.696679
1.570000	8.046216	8.598001	25.696985
1.580000	8.103522	8.697048	25.709845
1.590000	8.164750	8.794911	25.735336
1.600000	8.229369	8.890634	25.773428
1.610000	8.296805	8.983234	25.823968
1.620000	8.366444	9.071718	25.886678
1.630000	8.437638	9.155087	25.961146
1.640000	8.509702	9.232351	26.046823
1.650000	8.581926	9.302541	26.143020
1.660000	8.653577	9.364727	26.248902
1.670000	8.723904	9.418030	26.363498
1.680000	8.792148	9.461645	26.485696
1.690000	8.857551	9.494855	26.614257
1.700000	8.919361	9.517050	26.747820
1.710000	8.976849	9.527748	26.884922
1.720000	9.029314	9.526604	27.024011
1.730000	9.076095	9.513430	27.163467
1.740000	9.116588	9.488205	27.301630
1.750000	9.150250	9.451081	27.436822
1.760000	9.176612	9.402388	27.567377
1.770000	9.195292	9.342632	27.691671
1.780000	9.206000	9.272493	27.808149
1.790000	9.208545	9.192812	27.915355
1.800000	9.202843	9.104579	28.011958
1.810000	9.188918	9.008913	28.096777
1.820000	9.166905	8.907040	28.168799
1.830000	9.137044	8.800273	28.227197
1.840000	9.099683	8.689980	28.271341
1.850000	9.055268	8.577561	28.300805
1.860000	9.004335	8.464418	28.315367
1.870000	8.947503	8.351934	28.315008
1.880000	8.885462	8.241444	28.299902
1.890000	8.818958	8.134220	28.270409
1.900000	8.748785	8.031445	28.227057
1.910000	8.675769	7.934206	28.170524
1.920000	8.600756	7.843479	28.101627
1.930000	8.524598	7.760121	28.021295
1.940000	8.448141	7.684871	27.930552
1.950000	8.372217	7.618343	27.830501
1.960000	8.297629	7.561031	27.722302
1.970000	8.225147	7.513314	27.607158
1.980000	8.155497	7.475460	27.486296
1.990000	8.089357	7.447634	27.360959
2.000000	8.027351	7.429904	27.232390
2.010000	7.970047	7.422253	27.101823
2.020000	7.917952	7.424585	26.970476
2.030000	7.871512	7.436729	26.839541
2.040000	7.831113	7.458454	26.710182
2.050000	7.797078	7.489468	26.583528
2.060000	7.769669	7.529428	26.460670
2.070000	7.749087	7.577943	26.342659
2.080000	7.735478	7.634574	26.230499
2.090000	7.728926	7.698843	26.125153
2.100000	7.729462	7.770228	26.027529
2.110000	7.737062	7.848167	25.938489
2.120000	7.751649	7.932057	25.858837
2.130000	7.773092	8.021255	25.789320
2.140000	7.801213	8.115072	25.730623
2.150000	7.835779	8.212780	25.683363
2.160000	7.876511	8.313604	25.648083
2.170000	7.923080	8.416726	25.625250
2.180000	7.975106	8.521281	25.615242
2.190000	8.032164	8.626365	25.618345
2.200000	8.093780	8.731028	25.634741
2.210000	8.159433	8.834288	25.664504
2.220000	8.228555	8.935125	25.707587
2.230000	8.300536	9.032499	25.763816
2.240000	8.374723	9.125351	25.832882
2.250000	8.450425	9.212618	25.914333
2.260000	8.526914	9.293245	26.007570
2.270000	8.603434	9.366200	26.111841
2.280000	8.679203	9.430492	26.226241
2.290000	8.753423	9.485187	26.349713
2.300000	8.825286	9.529431	26.481054
2.310000	8.893984	9.562467	26.618919
2.320000	8.958720	9.583657	26.761836
2.330000	9.018717	9.592499	26.908222
2.340000	9.073235	9.588648	27.056400
2.350000	9.121577	9.571927	27.204624
2.360000	9.163103	9.542344	27.351107
2.370000	9.197248	9.500096	27.494048
2.380000	9.223526	9.445573	27.631665
2.390000	9.241543	9.379358	27.762223
2.400000	9.251010	9.302220	27.884074
2.410000	9.251744	9.215104	27.995680
2.420000	9.243679	9.119109	28.095648
2.430000	9.226867	9.015472	28.182749
2.440000	9.201476	8.905541	28.255946
2.450000	9.167794	8.790748	28.314405
2.460000	9.126218	8.672580	28.357511
2.470000	9.077251	8.552547	28.384867
2.480000	9.021492	8.432157	28.396302
2.490000	8.959625	8.312883	28.391861
2.500000	8.892406	8.196141	28.371793
2.510000	8.820652	8.083267	28.336546
2.520000	8.745223	7.975499	28.286739
2.530000	8.667008	7.873960	28.223154
2.540000	8.586917	7.779651	28.146704
2.550000	8.505858	7.693441	28.058421
2.560000	8.424731	7.616067	27.959430
2.570000	8.344413	7.548135	27.850928
2.580000	8.265751	7.490121	27.734167
2.590000	8.189548	7.442377	27.610436
2.600000	8.116560	7.405141	27.481043
2.610000	8.047488	7.378544	27.347304
2.620000	7.982975	7.362617	27.210530
2.630000	7.923599	7.357305	27.072016
2.640000	7.869877	7.362473	26.933036
2.650000	7.822258	7.377914	26.794832
2.660000	7.781125	7.403358	26.658614
2.670000	7.746800	7.438479	26.525552
2.680000	7.719536	7.482899	26.396775
2.690000	7.699526	7.536195	26.273368
2.700000	7.686903	7.597897	26.156370
2.710000	7.681740	7.667496	26.046770
2.720000	7.684050	7.744441	25.945507
2.730000	7.693795	7.828139	25.853469
2.740000	7.710879	7.917959	25.771485
2.750000	7.735153	8.013224	25.700325
2.760000	7.766417	8.113214	25.640696
2.770000	7.804420	8.217163	25.593234
2.780000	7.848856	8.324260	25.558501
2.790000	7.899374	8.433643	25.536978
2.800000	7.955567	8.544403	25.529053
2.810000	8.016981	8.655583	25.535019
2.820000	8.083111	8.766184	25.555061
2.830000	8.153402	8.875160	25.589246
2.840000	8.227253	8.981432	25.637515
2.850000	8.304014	9.083893	25.699673
2.860000	8.382991	9.181415	25.775383
2.870000	8.463447	9.272866	25.864150
2.880000	8.544611	9.357119	25.965325
2.890000	8.625675	9.433072	26.078092
2.900000	8.705809	9.499668	26.201471
2.910000	8.784161	9.555913	26.334318
2.920000	8.859872	9.600896	26.475327
2.930000	8.932080	9.633816	26.623045
2.940000	8.999939	9.654001	26.775879
2.950000	9.062623	9.660929	26.932118
2.960000	9.119345	9.654252	27.089949
2.970000	9.169368	9.633804	27.247492
2.980000	9.212020	9.599623	27.402822
2.990000	9.246704	9.551953	27.554003
3.000000	9.272917	9.491251	27.699128
3.010000	9.290255	9.418183	27.836345
3.020000	9.298425	9.333617	27.963904
3.030000	9.297256	9.238605	28.080179
3.040000	9.286700	9.134368	28.183709
3.050000	9.266838	9.022272	28.273219
3.060000	9.237878	8.903795	28.347645
3.070000	9.200153	8.780498	28.406148
3.080000	9.154117	8.653995	28.448129
3.090000	9.100335	8.525917	28.473229
3.100000	9.039471	8.397880	28.481331
3.110000	8.972281	8.271454	28.472548
3.120000	8.899593	8.148139	28.447218
3.130000	8.822295	8.029340	28.405878
3.140000	8.741319	7.916347	28.349251
3.150000	8.657624	7.810320	28.278224
3.160000	8.572183	7.712283	28.193818
3.170000	8.485966	7.623114	28.097172
3.180000	8.399927	7.543549	27.989515
3.190000	8.314993	7.474179	27.872145
3.200000	8.232053	7.415457	27.746411
3.210000	8.151946	7.367708	27.613688
3.220000	8.075457	7.331136	27.475368
3.230000	8.003312	7.305832	27.332843
3.240000	7.936170	7.291791	27.187491
3.250000	7.874622	7.288915	27.040670
3.260000	7.819191	7.297029	26.893709
3.270000	7.770329	7.315888	26.747901
3.280000	7.728419	7.345184	26.604502
3.290000	7.693776	7.384554	26.464724
3.300000	7.666647	7.433589	26.329734
3.310000	7.647214	7.491830	26.200651
3.320000	7.635599	7.558779	26.078547
3.330000	7.631860	7.633897	25.964443
3.340000	7.635997	7.716603	25.859308
3.350000	7.647953	7.806277	25.764055
3.360000	7.667615	7.902257	25.679542
3.370000	7.694817	8.003836	25.606564
3.380000	7.729337	8.110263	25.545851
3.390000	7.770902	8.220735	25.498065
3.400000	7.819186	8.334401	25.463786
3.410000	7.873810	8.450359	25.443512
3.420000	7.934343	8.567653	25.437647
3.430000	8.000302	8.685273	25.446494
3.440000	8.071150	8.802162	25.470240
3.450000	8.146300	8.917215	25.508953
3.460000	8.225112	9.029286	25.562563
3.470000	8.306897	9.137196	25.630857
3.480000	8.390918	9.239744	25.713469
3.490000	8.476394	9.335720	25.809866
3.500000	8.562503	9.423920	25.919344
3.510000	8.648386	9.503167	26.041024
3.520000	8.733159	9.572329	26.173847
3.530000	8.815915	9.630341	26.316577
3.540000	8.895738	9.676234	26.467804
3.550000	8.971710	9.709154	26.625956
3.560000	9.042929	9.728391	26.789311
3.570000	9.108516	9.733398	26.956019
3.580000	9.167634	9.723819	27.124126
3.590000	9.219503	9.699501	27.291601
3.600000	9.263410	9.660511	27.456370
3.610000	9.298730	9.607145	27.616356
3.620000	9.324935	9.539930	27.769509
3.630000	9.341610	9.459622	27.913857
3.640000	9.348461	9.367192	28.047533
3.650000	9.345324	9.263814	28.168820
3.660000	9.332173	9.150840	28.276183
3.670000	9.309118	9.029772	28.368297
